_id,글램핑내부시설,기타부대시설,기타정보,기타주변이용가능시설,문의처,바닥형태(단위:면),사이트간격,사이트크기,안전시설현황,예약방법,운영기간,운영일,주변이용가능시설,주소,주요시설,카라반내부시설,캠프이름,캠핑장비대여,캠핑장유형,캠핑장환경,홈페이지,화로대
7224,침대 TV 에어컨 냉장고 난방기구 취사도구,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3201-3940,,,,,,"봄,여름,가을,겨울",평일+주말,"수영장,어린이놀이시설",경기도 가평군 상면 태봉리  535,카라반(7면) 개인카라반사이트(7면),"침대
TV
에어컨
냉장고
난방기구
취사도구
내부화장실
내부샤워실",포시즌캠핑장,,"일반야영장,카라반,글램핑",숲/민간,홈페이지바로가기새창으로,개별
7225,"침대
TV
에어컨
유무선인터넷
난방기구",,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,070-4224-2341,잔디 (12),2M,,"소화기 (20)
방화사 (1)
화재감지기 (12)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,농어촌체험시설",경기도 포천시 영북면 산정리 511 외 7필지,글램핑시설(12면),,푸른산페어웨이(푸른산수목원),,카라반,"산,숲,호수/민간",홈페이지바로가기새창으로,개별
7226,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3668-0778,테크 (3),,7 X 7 : 3개,"소화기 (10)
화재감지기 (10)",,"봄,여름,가을,겨울",평일+주말,계곡물놀이,경기도 양평군 석산로 1543-9  플라워캠핑장,일반야영장(3면) 카라반(6면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실
내부샤워실",양평플라워카라반펜션,,"일반야영장,카라반",계곡,홈페이지바로가기새창으로,개별
7227,"침대
에어컨
냉장고
유무선인터넷
난방기구","전자레이지, 세면용 개수대 설치",반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,"파쇄석 (30)
테크 (30)",,,"소화기 (32)
방화수 (2)
방화사 (2)
화재감지기 (30)",온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,운동장,강/물놀이,어린이놀이시설",경기 가평군 북면 보안벚꽃길 54 1077-2,글램핑시설(30면),,플로렌스글램핑&캠핑,,"자동차야영장,글램핑","산,숲,계곡,강/민간",홈페이지바로가기새창으로,개별
7228,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,061-857-1544,"파쇄석 (21)
테크 (21)",3M,,소화기 (25),,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로",전남 보성군 벌교읍 옥전1길 480 1130,일반야영장(42면),,하느제캠핑장,릴선,일반야영장,"산,계곡/민간",홈페이지바로가기새창으로,개별
7229,,"와이파이(일부구간), 외부 식수대 2개",개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"031-584-6423,010-9244-8544",파쇄석 (42),3M,7 X 8 : 42개,"소화기 (25)
방화수 (4)
방화사 (2)",,"봄,여름,가을",평일+주말,"계곡물놀이,산책로",경기 가평군 설악면 봉미산안길 190-27 하늘계곡 캠핑장,일반야영장(30면) 자동차야영장사이트(30면),,가평설악하늘계곡캠핑장,"텐트
릴선
화로대
난방기구
식기
침낭","일반야영장,자동차야영장","산,숲,계곡/민간",홈페이지바로가기새창으로,개별
7230,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (20),,,"소화기 (15)
방화수 (2)
화재감지기 (2)",,"봄,여름,가을",평일+주말,,경기 가평군 북면 화악산로 1135-47 하늘땅 별땅 쉼터,일반야영장(20면) 자동차야영장사이트(20면),,하늘땅별땅캠핑장,"릴선
화로대","일반야영장,자동차야영장","산,숲,계곡/민간",홈페이지바로가기새창으로,개별
7232,,카페운영 / 낚시용품 판매중,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,061-432-2782,테크 (4),3M,,"소화기 (12)
방화수 (1)",,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,수상레저,낚시",전남 강진군 도암면 월곶로 426 145,일반야영장(4면),,형원레져(인디테마),,일반야영장,해변/민간,홈페이지바로가기새창으로,개별
7233,,,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3722-8513,파쇄석 (20),2M,,"소화기 (10)
방화사 (1)",,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시,어린이놀이시설",경기 가평군 설악면 유명로 654-82 180-14,일반야영장(20면) 자동차야영장사이트(20면),,홀리데이캠핑장,,"일반야영장,자동차야영장","산,숲,계곡/민간",홈페이지바로가기새창으로,개별
7234,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-5123-7281,"파쇄석 (23)
테크 (5)",4M,,소화기 (14),온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,강/물놀이",경기 가평군 설악면 유명로 1907-41 32-1,일반야영장(23면),,화야캠핑장,"릴선
화로대",일반야영장,"산,숲,계곡/민간",홈페이지바로가기새창으로,개별
7235,,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,043-832-1511,,,,,,"봄,여름,가을,겨울",평일+주말,,충북 괴산군 청천면 후평도원로 129-19,,,후평숲캠핑장,,일반야영장,/민간,홈페이지바로가기새창으로,개별
7236,,,개인 트레일러 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,자갈 (64),3M,,소화기 (40),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시,어린이놀이시설",경북 경주시 석현로 110-49 (석장동),자동차야영장사이트(64면),,휴앤락캠핑장,"릴선
난방기구",일반야영장,숲/민간,홈페이지바로가기새창으로,개별
7237,"침대
TV
에어컨
냉장고
유무선인터넷
난방기구",,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (35) 테크 (3),,,"소화기 (25)
화재감지기 (2)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,낚시,어린이놀이시설",경기 가평군 상면 청군로 316,자동차야영장사이트(40면) 글램핑시설(2면) 개인카라반사이트(3면),,힐링가평오토캠핑장,"텐트
릴선
화로대
난방기구
식기
침낭","자동차야영장,글램핑","산,숲,계곡,강/민간",홈페이지바로가기새창으로,개별
7239,,"공용샤워장, 공용화장실(남,여분리), 공용개수대,  수영장, 트램폴린, 계곡물놀이",개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-432-1632,,,,소화기 (20),,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시,강/물놀이,수영장",강원 홍천군 화촌면 군들길 20 탑글램핑,,,탑캠핑장글램핑,식기,일반야영장,/민간,,개별
7241,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-763-4114,,,,,온라인실시간예약,"봄,여름,가을,겨울",평일+주말,산책로,경기 광주시 곤지암읍 경충대로 729 (삼리 444-2),,,더포레스트연지곤지점,,"일반야영장,글램핑",/민간,홈페이지바로가기새창으로,개별
7245,,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,063-323-2193,,,,,,"봄,여름,가을,겨울",평일+주말,,전북 무주군 안성면 칠연로 504 솔내음 캠핑장,,,솔내음캠핑장,,일반야영장,계곡/민간,,개별
7246,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 포천시 이동면 화동로 1925-47 계곡과느티나무 캠핑장,일반야영장(20면),,계곡과느티나무캠핑장,,일반야영장,/민간,,개별
7247,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충남 태안군 남면 청포대길 32-8 청포대숲속야영장,일반야영장(9면),,청포대숲속야영장,,일반야영장,/민간,,개별
7248,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,"산책로,낚시,강/물놀이",경남 통영시 천대국치길 297-10 (인평동) 통영 편백숲길관광농원 캠핑장,글램핑시설(9면),,통영편백숲길관광농원캠핑장,,"일반야영장,글램핑","해변,숲/민간",홈페이지바로가기새창으로,개별
7249,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-5171-5941,,,,,"온라인실시간예약,현장","봄,여름,가을,겨울",평일+주말,"산책로,강/물놀이,어린이놀이시설",충북 괴산군 칠성면 괴강로 354-14 괴강관광농원카라반&캠핑,자동차야영장사이트(21면) 카라반(10면),,괴강관광농원카라반&캠핑장,릴선,"일반야영장,자동차야영장,카라반",강/민간,홈페이지바로가기새창으로,개별
7250,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,070-4633-2899,,,,,온라인실시간예약,"봄,여름,가을,겨울",평일+주말,강/물놀이,경기 여주시 능서면 중부대로 2545-74,자동차야영장사이트(72면),,블루마린캠핑장(구흙의사랑캠핑장),릴선 화로대 난방기구,일반야영장,"산,도심/민간",홈페이지바로가기새창으로,개별
7251,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-6640-1629,,,,,,"봄,여름,가을,겨울",평일+주말,,전남 함평군 신광면 덕일길 192-91,자동차야영장사이트(15면),,함평자연생태글램핑앤오토캠핑장지점,,자동차야영장,,홈페이지바로가기새창으로,개별
7253,,"족욕장, 카페",반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4745-0365,,,,"소화기 (31)
화재감지기 (31)","전화,온라인실시간예약,현장","봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시,강/물놀이,수영장,청소년체험시설,농어촌체험시설",충남 공주시 반포면 동학사1로 65,글램핑시설(31면),,베스트필드,화로대,"일반야영장,글램핑","산,계곡/민간",홈페이지바로가기새창으로,개별
7254,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),"평화누리공원, 습지체험학습원",1670-3856-,,,,"소화기 (91)
방화수 (15)
방화사 (12)
화재감지기 (15)",온라인실시간예약,,평일+주말,"산책로,운동장",경기 파주시 문산읍 임진각로 148-40,일반야영장(62면) 자동차야영장사이트(52면) 카라반(15면) 개인카라반사이트(9면),,평화누리캠핑장,"텐트
릴선
식기
침낭","일반야영장,자동차야영장",도심/지자체,홈페이지바로가기새창으로,개별
7255,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,051-337-2262,,,,,,,,,부산 북구 강변대로 1629 (덕천동),,,화명오토캠핑장,,자동차야영장,/지자체,,
7256,,"커피숍, 테마공원, 잔디광장, 생태연못, 야외 공연장, 분수대",개인 트레일러 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"054-380-7354,010-3632-9559",잔디 (38),3M,,소화기 (38),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"산책로,운동장,낚시,수영장,청소년체험시설,어린이놀이시설",경북 군위군 효령면 간동유원지길 8,일반야영장(38면) 자동차야영장사이트(38면),,위천수변테마파크,,자동차야영장,산/지자체,홈페이지바로가기새창으로,개별
7257,"침대
TV
에어컨
냉장고
유무선인터넷
난방기구",,개인 트레일러 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-2943-5354,테크 (3),,,,온라인실시간예약,"봄,여름,가을",평일+주말,계곡물놀이,경남 거창군 북상면 덕유월성로 1384-5,일반야영장(3면) 글램핑시설(5면),,늘예솔글램핑,,"자동차야영장,글램핑",계곡/민간,홈페이지바로가기새창으로,개별
7258,침대 TV 에어컨 냉장고 유무선인터넷 난방기구 취사도구 내부화장실,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-532-3330,,,,"소화기 (21)
화재감지기 (21)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,강/물놀이,청소년체험시설",경기 포천시 이동면 성장로1289번길 204,글램핑시설(21면) 카라반(2면),,아쿠아마린캠핑장,,"일반야영장,카라반,글램핑","산,숲,강/민간",홈페이지바로가기새창으로,개별
7264,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4697-5939,,,,,,,,,경기 연천군 미산면 청정로1706번길 119,,,임진물새롬센터오토캠핑장,,자동차야영장,,,
7266,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9069-9670,,,,,,,,,경기 양평군 옥천면 사기점길 49-15,,,숲속의야영장,,자동차야영장,,,
7268,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-430-2490,,,,,,,,,강원 홍천군 서면 팔봉산로 857,,,홍천강자라바위오토캠핑장,,자동차야영장,,,
7269,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-374-0368,,,,,,,,,강원 영월군 무릉도원면 고일길 18-5,,,슬로우캠프,,자동차야영장,,,
7270,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-375-7863,,,,,,,,,강원 영월군 무릉도원면 중방길 2-45,,,여울소리,,자동차야영장,,,
7271,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-529-5113,,,,,,,,,충남 천안시 동남구 목천읍 교촌7길 46-13,,,천안시국민여가캠핑장,,자동차야영장,,,
7273,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-741-5060,,,,,,,,,충남 논산시 연무읍 안심로220번길 60-24,,,테하스랜드글램핑장,,자동차야영장,,,
7274,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-953-2230,,,,,,,,,충남 서천군 종천면 희리산길 206,,,산림청국립자연휴양림관리소,,자동차야영장,,,
7276,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,061-797-3538,,,,,,,,,전남 광양시 봉강면 지곡길 212,,,백운제농어촌테마공원자동차야영장,,자동차야영장,,,
7279,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,061-373-4853,,,,,,"봄,여름,가을,겨울",평일+주말,,전라남도 화순군 남면 사평리 114-6번지,,,사평풍류마을오토캠핑장,,자동차야영장,,,개별
7281,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,061-320-1942,,,,,,,,,전라남도 함평군 함평읍 석성리 523-6번지,,,돌머리오토캠핑장,,자동차야영장,,,
7285,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,02-2133-3923,,,,,,,,,경북 봉화군 소천면 홍점길 31 봉화학생야영장,,,봉화솔향가득서울캠핑장,,자동차야영장,,,
7286,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9461-9290,,,,,,,,,경남 밀양시 초동면 초동중앙로 18,,,밀양엄마랑놀자키즈글램핑,,자동차야영장,,,
7287,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8217-4977,,,,,,,,,경남 거제시 장목면 거제북로 2633-16,,,궁농오토캠핑장,,자동차야영장,"해변,섬",홈페이지바로가기새창으로,
7288,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9649-0453,,,,,,,,,경남 의령군 궁류면 청정로5길 43-2 의동중학교,,,의령거장산오토캠핑장,,자동차야영장,,,
7291,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,,,,충남 당진시 신평면 산정길 93,,,클럽레스피아in삽교바다공원,,자동차야영장,,,
7292,,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,043-270-7388,,,,,,"봄,여름,가을,겨울",평일+주말,,충북 청주시 서원구 현도면 중척리 652,,,청주시현도오토캠핑장,,자동차야영장,,,개별
7294,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,,,,제주특별자치도 서귀포시 성산읍 독자봉로51번길 27,,,국제문화스포츠교육원제주힐링캠프,,자동차야영장,,,
7296,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,,,,서울 성동구 뚝섬로 273 (성수동1가),,,성동서울숲여름캠핑장(임시캠핑장),,일반야영장,,,
7299,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,02-860-3086,,,,,,,,,서울특별시 구로구 천왕동 230-1번지,,,천왕근린공원,,일반야영장,,,
7300,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (37) 테크 (45),,,,온라인예약대기,"봄,여름,가을,겨울",주말,,부산 기장군 장안읍 장안로 18,일반야영장(78면) 글램핑시설(4면),,장안캠프,,일반야영장,"숲,호수,도심/민간",홈페이지바로가기새창으로,개별
7301,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,053-589-5855,,,,,,여름,평일+주말,,대구광역시 북구 산격동 1477-1,,,금호강산격야영장,,일반야영장,/지자체,,개별
7303,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,인천 중구 대무의로 497 (무의동),,,바다마을팬션,,일반야영장,,,개별
7304,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,032-467-2123,,,,,,,,,인천광역시 남동구 장수동 456,,,인천대공원캠핑장,,일반야영장,,,
7305,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,인천 강화군 화도면 해안남로 1481 동막해수욕장관리사무소,,,동막리마을회야영장,,일반야영장,/민간,,개별
7308,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,032-934-0110,,,,,,,,,인천광역시 강화군 강화읍 국화리 740번지 15,,,뮤즈캠핑장,,일반야영장,,,
7309,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-7206-4566,,,,,,,,,인천 강화군 길상면 해안남로 614,,,쥬라기카라반,,일반야영장,,홈페이지바로가기새창으로,
7310,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-5669-0749,,,,,,,,,인천 강화군 길상면 해안남로 860-2,,,강화도아침숲속야영장,,일반야영장,,,
7311,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,032-880-0450,,,,,온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"수상레저,해수욕",인천광역시 옹진군 영흥면 내리 1626-38,일반야영장(26면),,장경리해변야영장,,일반야영장,해변/지자체,,개별
7314,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,042-601-7934,,,,,온라인실시간예약,,평일+주말,,대전 유성구 대덕대로 481 (구성동),,,국립중앙과학관,,일반야영장,,홈페이지바로가기새창으로,개별
7315,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,052-254-0301,,,,,,,,,울산광역시 울주군 상북면 등억알프스리 309-1,,,등억알프스야영장,,일반야영장,산/지자체,,
7316,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-6666-4886,파쇄석 (30),2M,6 X 10 : 30개,,온라인실시간예약,,평일+주말,,울산 울주군 서생면 해맞이로 1109-17,일반야영장(30면),,해오름야영장,,일반야영장,"산,숲/민간",홈페이지바로가기새창으로,개별
7318,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,052-239-4700,,,,,,,,,울산 울주군 서생면 해맞이로 1560,,,울주해양레포츠센터야영장,,일반야영장,,,
7319,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9002-9140,,,,,전화,"봄,여름,가을,겨울",평일+주말,,경기 고양시 덕양구 북한산로387번길 180 (지축동),글램핑시설(6면),,북한산농바위캠핑장,,일반야영장,/민간,홈페이지바로가기새창으로,개별
7320,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을",평일+주말,,경기 과천시 대공원광장로 102 (막계동),,,(주)대산기획피케이씨(서울대공원야영장),,일반야영장,/민간,,개별
7322,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-431-6660,,,,,,"봄,여름,가을,겨울",평일+주말,,경기 시흥시 죽율로 25 (죽율동),,,작은쉼터야영장,,일반야영장,,,개별
7323,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-486-4700,,,,,,,,,경기 시흥시 동서로 706-88 (물왕동),,,물왕숲캠핑파크,,일반야영장,산/민간,,
7324,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4707-0331,,,,,,,,,경기 용인시 처인구 이동읍 경기동로785번길 30,,,소풍캠핑장(일진자연관광농원),,일반야영장,,,
7329,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9135-1772,,,,,,,,,경기 파주시 법원읍 초리골길 456-55,,,초리포레스트,,일반야영장,,,
7330,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-6415-8229,,,,,,,,,경기 파주시 법원읍 초리골길 248,,,자연의꿈,,일반야영장,,,
7331,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-2229-2501,파쇄석 (83),,,,전화,,,,경기 파주시 광탄면 산수골길 151-68 돌산캠핑장,일반야영장(83면),,돌산캠핑장,,일반야영장,산/민간,홈페이지바로가기새창으로,
7333,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-674-5070,,,,,,,,,경기 안성시 서운면 월구리길 3-85,,,안성운모석캠핑장,,일반야영장,,,
7336,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9559-4418,,,,,,"봄,여름,가을",평일+주말,,경기 가평군 조종면 연인산로 384,,,헬로우힐연인산캠핑장,,일반야영장,,,개별
