_id,리뷰수,사업체,이미지,전화번호,조회수,지역이름,추천수,캠핑장설명,캠핑장이름,캠핑장정보
1324,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/578/thumb/thumb_720_8940lOACv3nx0e97NPsxgZhj.jpg"" height=""180"" width=""280"">",033-378-,10901,강원도 영월군 김삿갓면 내리계곡로 1146  내리금봉캠핑장 ,2,캠핑장정보 더보기 ,[강원도 영월군] 내리금봉캠핑장 ,"

전기
와이파이
온수

"
1325,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2474/thumb/thumb_720_7693aDatFLiCXP6AinZ5KVmZ.jpg"" height=""180"" width=""280"">",010-2217-4793,21982,강원도 원주시 신림면 솔치로 88  ,1,캠핑장정보 더보기 ,[강원도 원주시] 원주키즈캠핑장,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
운동시설

"
1326,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7769/thumb/thumb_720_0049Vtjm2tFelEzgCHZIBXr7.jpg"" height=""180"" width=""280"">",010-6563-3122,15040,경남 밀양시 산내면 하양지안길 11-19 ,1,캠핑장정보 더보기  풍광좋은 영남알프스에서도 최고의 경관을 자랑하는 얼음골에 위치하고 있다. 해발 400미터의 가지산 자락 산 중턱에 ...,[경상남도 밀양시] 얼음골 캠핑장,"

전기
와이파이
장작판매
온수
물놀이장
운동시설

"
1327,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,4199,경남 거제시 사등면 덕호해안길 147-1 ,0,캠핑장정보 더보기 ,[경상남도 거제시] 포게더 카라반 지조개발,None
1328,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,4180,강원 인제군 북면 미시령로 1796 ,0,캠핑장정보 더보기 ,[강원도 인제군] 선바위야영장,None
1329,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,4203,경기도 가평군 조종면 운악리 542-14  ,0,캠핑장정보 더보기 ,[경기도 가평군] 채움카라반리조트,None
1330,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",031-531-2007,4802,경기 포천시 영북면 산정호수로 510-1 ,1,캠핑장정보 더보기 ,[경기도 포천시] 산정호수 돌고래 캠핑장,None
1331,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8084/thumb/thumb_720_2337sU38vDnL9oT2l5G03XiF.jpg"" height=""180"" width=""280"">",None,5374,전남 장성군 황룡면 구대해길 3-12 ,2,캠핑장정보 더보기 감성적인 캠핑장&카페 슬로우위켄드 입니다.,[전라남도 장성군] 슬로우위켄드,"

전기
와이파이
장작판매
온수
산책로
운동장
마트.편의점

"
1332,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2896/thumb/thumb_720_3015MIPZ6RXolEdHAwcQcwWg.jpg"" height=""180"" width=""280"">",070-8841-7777,17590,경상북도 청도군 매전면 송원리  900 ,1,캠핑장정보 더보기 그린나래 오토캠핑장은 경상북도 청도군 청도읍에서 15분 거리에 위치해 있다. 중앙고속도로 청도IC로 나온 후 밀양·청...,[경상북도 청도군] 청도 그린나래 오토캠핑장,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
놀이터
산책로
운동장
운동시설
마트.편의점

"
1333,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1678/thumb/thumb_720_9977fe83ht6xF0q7wXRhTfDD.jpg"" height=""180"" width=""280"">",010-9474-6785,18019,전라북도 순창군 적성면 강경길 76-165  섬진강 마실휴양숙박시설단지 ,1,"캠핑장정보 더보기 섬진강과 용궐산이 한 눈에 보이는 섬진강마실휴양숙박시설단지(섬진강마실캠프)
파새석, 데크, 숲속데크 펜션등 다양한 ...",[전라북도 순창군] 섬진강 마실휴양숙박시설단지,"

전기
장작판매
온수
산책로
마트.편의점

"
1334,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/8083/thumb/thumb_720_8873vjPFKWtQvVTw4SDzxeiY.jpg"" height=""180"" width=""280"">",010-4668-2463,5327,경기 양평군 서종면 화서로246번길 22-6 ,1,캠핑장정보 더보기 바로 옆에 개울가가 흐르고 있으며 산으로 둘러 쌓여있어 아늑한 느낌을 주는 시골 작은 마을의 캠핑장입니다.,[경기도 양평군] 수입리캠핑장,"

전기
와이파이
장작판매
온수

"
1335,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7035/thumb/thumb_720_71868FS4CMexpvFsvrlBsOEb.jpg"" height=""180"" width=""280"">",061-373-4506,23541,전라남도 화순군 한천면 죽헌로 376-37 ,1,캠핑장정보 더보기 워렉스야영장은 광주에서 30분 거리인 화순군 한천면에 입지해 있으며 울창한 산속에 있어 깨끗하고 맑은 공기를 마시며 ...,[전라남도 화순군] 워렉스 캠핑랜드,"

전기
와이파이
장작판매
온수
물놀이장
놀이터
산책로
운동장
운동시설

"
1336,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7560/thumb/thumb_720_04717Q0CsSEILPKjEiyrjpvD.jpg"" height=""180"" width=""280"">",053-666-3477,22816,대구 수성구 진밭길 112 (범물동) ,3,"캠핑장정보 더보기 진밭골 야영장은 대구시 수성구에 자리했다. 대구시청을 기점으로 13KM가량 떨어졌다. 자동차를 타고 동덕로, 신천대로...",[대구시 수성구] 진밭골야영장,"

전기
온수
산책로

"
1337,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,13510,경기도 양평군 청운면 다대리 산45-2번지 ,1,캠핑장정보 더보기 ,[경기도 양평군] 맑은숲캠프,"

전기
와이파이
온수
놀이터
산책로
운동시설

"
1338,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",010-4742-5492,11192,울산광역시 북구 대안동  688 ,1,캠핑장정보 더보기 ,[울산시 북구] 마운틴 캠핑장 ,"

와이파이

"
1339,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",041-642-0556,4478,충청남도 보령시 천북면 학성리 242-28  ,0,캠핑장정보 더보기 ,[충청남도 보령시] 바다야 놀자,None
1340,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,4128,충청남도 예산군 덕산면 사동리 56-46  ,0,캠핑장정보 더보기 ,[충청남도 예산군] 주식회사 제이에스 글로벌,None
1341,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3271/thumb/thumb_720_89891w3pNeyDsTMUAmPhw2wJ.jpg"" height=""180"" width=""280"">",031-540-6501,19154,경기 포천시 영북면 비둘기낭길 116 ,4,캠핑장정보 더보기 비둘기낭 캠핑장은 한탄강 홍수터를 기반으로 조성되었다. 캠핑장 인근으로 비둘기낭 폭포가 있다. 비둘기낭 폭포는 한탄강...,[경기도 포천시] 포천 비둘기낭 캠핑장,"

전기
온수
물놀이장
산책로

"
1342,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/119/thumb/thumb_720_0396NsoXOTrOqtQoch9B7Ewf.jpg"" height=""180"" width=""280"">",0505-356-9520,13771,경기 가평군 조종면 운악청계로 424 가평운악홀리데이 카라반파크 ,1,캠핑장정보 더보기 가평운악홀리데이 카라반파크는 경기도 가평군 조종면에 자리했다. 가평군청을 기점으로 46번 국도를 타고 청평 방면으로 ...,[경기도 가평군] 가평 운악홀리데이 캠핑장,"

전기
와이파이
장작판매
온수
놀이터
산책로
운동장
운동시설

"
1343,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3588/thumb/thumb_720_51367SxbpmcyQRDZX5qhRWnz.jpg"" height=""180"" width=""280"">",010-3060-0161,14974,강원 횡성군 청일면 청일로895번길 127 횡성산울림캠핑장,1,캠핑장정보 더보기 ,[강원도 횡성군] 횡성산울림오토캠핑장,"

전기
와이파이
장작판매
온수
운동시설

"
1344,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",010-9573-0053,11650,경남 양산시 상북면 구소석5길 20 ,1,캠핑장정보 더보기 ,[경상남도 양산시] 캠핑라운드 ,None
1345,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7426/thumb/thumb_720_2335Oik3TXqcBuahfa9itfFI.jpg"" height=""180"" width=""280"">",063-548-0120,16666,전북 김제시 금산면 수류로 557-75 ,1,"캠핑장정보 더보기 수류산골야영장은 전북 김제시 금산면에 자리했다. 김제시청을 기점으로 26Km가량 떨어져 있다. 자동차를 타고 풍요로,...",[전라북도 김제시] 수류산골야영장,None
1346,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7809/thumb/thumb_720_7903i5EbSNgUAf285JEW7GLB.jpg"" height=""180"" width=""280"">",010-5447-6380,14128,경기 용인시 처인구 양지면 은이로 282 ,2,캠핑장정보 더보기 은이골가족캠핑장은 양지나들목에서 가깝다. 천주교 성지인 은이성지 안쪽에 위치하고 있는 찾기도 쉽고 의미도 깊다. 은이...,[경기도 용인시] 은이골가족캠핑장,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
산책로
마트.편의점

"
1347,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3416/thumb/thumb_720_0078lAC6pZoLZtHlLCyZQkKx.jpg"" height=""180"" width=""280"">",010-9069-5930,16166,강원도 원주시 신림면 황둔리  573 ,1,캠핑장정보 더보기 ,[강원도 원주시] 한스캠핑장 ,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
운동시설

"
1348,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3148/thumb/thumb_720_77118Yr7EDmsgu9cgqY0T36x.jpg"" height=""180"" width=""280"">",031-645-2001,11325,경기 이천시 모가면 사실로 984 테르메덴 카라반,1,캠핑장정보 더보기 ,[경기도 이천시] 테르메덴 카라반,None
1349,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",010-3522-4868,10155,경상북도 울진군 금강송면 소광리 429-1 ,1,캠핑장정보 더보기 ,[경상북도 울진군] 산내들 관광농원,None
1350,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",1833-9306-,11464,인천시 강화군 화도면 장화리 511-1 ,1,캠핑장정보 더보기 ,[인천시 강화군] 낙조힐링캠핑장,None
1351,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2413/thumb/thumb_720_4327uFQDuhqLQ5DL5Iiodno6.jpg"" height=""180"" width=""280"">",055-963-8702,13588,경상남도 함양군 안의면 용추휴양림길 166  용추 자연휴양림 ,1,"캠핑장정보 더보기 기백산군립공원에 속한 용추자연휴양림은 금원산(1,353m)과 월봉산(1,279m)사이에서 흐르는 아름다운 상류에 위치...",[경상남도 함양군] 용추자연휴양림야영장,"

놀이터

"
1352,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",010-2647-4783,10603,충청북도 제천시 금성면 포전리  205 ,1,캠핑장정보 더보기 ,[충청북도 제천시] 늘해랑캠핑장 ,"

물놀이장
운동시설

"
1353,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/462/thumb/thumb_720_7788wRf6jsLbuSdwfcj2euE3.jpg"" height=""180"" width=""280"">",033-763-5232,12522,강원도 원주시 판부면 영원산성길 372  ,2,캠핑장정보 더보기 ,[강원도 원주시] 금대자동차야영장,None
1354,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7125/thumb/thumb_720_80276swuYdiQJcSr7xHKHcyz.jpg"" height=""180"" width=""280"">",031-582-5582,13416,경기 가평군 북면 화악산로 943-50 ,1,캠핑장정보 더보기 네스트 캠핑장은 경기도 가평군 북면에 화악리 화악2리 유촌교 인근에 위치한 캠핑장으로 봄부터 겨울까지 어디하나 버릴 ...,[경기도 가평군] 네스트캠핑,"

전기
와이파이
장작판매
온수
물놀이장
운동시설
마트.편의점

"
1355,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,10259,경기 가평군 가평읍 잎너비길 18-91 ,1,캠핑장정보 더보기 ,[경기도 가평군] 은하캠핑장 ,"

전기
장작판매
온수
놀이터

"
1356,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",041-933-7051,17377,충남 보령시 해수욕장1길 23 (신흑동) ,1,"캠핑장정보 더보기 서해안 최고의 휴양지이자 국제적 관광명소인 대천해수욕장에 위치한 공영야영장입니다.



(내용 및 사진출처 :...",[충청남도 보령시] 대천해수욕장 야영장,None
1357,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2865/thumb/thumb_720_1531V0tD2NypDr8HE6Mw4Wwj.jpg"" height=""180"" width=""280"">",None,13106,경기 양평군 단월면 고북길 111-10 ,2,캠핑장정보 더보기 ,[경기도 양평군] 천사봉오토캠핑장 ,"

전기
장작판매
온수

"
1358,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7728/thumb/thumb_720_7594GbHqI8tdYpYTcvxA1WbE.jpg"" height=""180"" width=""280"">",010-6408-9365,17340,인천 강화군 삼산면 삼산남로604번길 37 ,1,캠핑장정보 더보기 원스캠핑장은 석모도 해명산 자락에 위치하고 있다. 석모대교를 넘어 보문선착장을 지나 보문사을 향해 가다가 석모도 해수...,[인천시 강화군] 원스캠핑장,"

전기
와이파이
장작판매
온수
물놀이장
운동시설

"
1359,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7761/thumb/thumb_720_4375sPCQI7LHqJEIVoSTFxCu.jpg"" height=""180"" width=""280"">",None,10627,경기 가평군 청평면 북한강로1636번길 133 ,1,캠핑장정보 더보기 팜스테이글램핑은 서종에서 가깝다. 서종에서 북한강변길을 따라 올라가다가 삼회2리에서 무아레휴양레저단지쪽으로 들어가면 ...,[경기도 가평군] 팜스테이 글램핑 앤 펜션,None
1360,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3005/thumb/thumb_720_6871ETATy4EM4Qs0hbdRPbWI.jpg"" height=""180"" width=""280"">",054-330-6471,25046,경북 영천시 도남공단3길 76 (도남동) ,2,캠핑장정보 더보기 치산관광지 캠핑장은 경북 영천시 신녕면에 자리했다. 영천시청을 기점으로 시청오거리와 서문육거리를 지나 치산관광길에 달...,[경상북도 영천시] 치산 관광지 캠핑장 ,"

전기
온수
놀이터

"
1361,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/199/thumb/thumb_720_2867ovPwxvf6y0SBtvGrA6db.jpg"" height=""180"" width=""280"">",010-2993-4773,11306,경남 거창군 마리면 세동길 7 손인성,0,캠핑장정보 더보기 거창에이글램핑은 경남 거창군 마리면에 위치하고 있는 데크와 파쇄석으로 되어 있는 글램핑 캠핑장이다. 최대 4인 입장의...,[경상남도 거창군] 거창A글램핑,"

전기
와이파이
장작판매
온수
물놀이장
운동시설

"
1362,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",010-5757-9220,12385,경기 김포시 월곶면 용강로 325 김포캠핑파크(주),1,캠핑장정보 더보기 ,[경기도 김포시] 김포캠핑파크 주식회사,"

전기
장작판매
온수
트렘폴린
물놀이장
놀이터
산책로
운동장
마트.편의점

"
1363,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2054/thumb/thumb_720_3552LeujVx00tSnXITpeI2TC.jpg"" height=""180"" width=""280"">",010-8877-7427,13527,인천 광역시 강화군 길상면 동검길 159-27 ,2,캠핑장정보 더보기 ,[인천시 강화군] 얏호캠핑장,"

전기
장작판매
온수

"
1364,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7811/thumb/thumb_720_1841vzPtbASMVtmvAdhwEAQL.jpg"" height=""180"" width=""280"">",033-375-7935,12598,강원 영월군 한반도면 서강로 1159-93 ,1,캠핑장정보 더보기  한반도 솔숲쉼터는 주천에서 영월가는 길. 미디어박물관을 지나 광전마을 안쪽 산에 있다. 심불사 이정표를 따라가다가 ...,[강원도 영월군] 한반도 솔숲 쉼터,"

전기
트렘폴린
물놀이장
산책로
운동장
운동시설

"
1365,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2587/thumb/thumb_720_7478HEZ8xVpr6dYHektM3Ju0.jpg"" height=""180"" width=""280"">",031-855-6102,16173,경기도 양주시 장흥면 유원지로 176-77  일영무두리캠핑장 ,1,캠핑장정보 더보기  서울과 경기도에서 30분이면 닿을 수 있는 양주 일영유원지에 위치한 일영무두리캠핑장은 약 3000여 평의 넓은 대자...,[경기도 양주시] 일영무두리캠핑장 ,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
놀이터
운동시설

"
1366,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3109/thumb/thumb_720_80068KZPEuFIVnR7r51TNBZL.jpg"" height=""180"" width=""280"">",None,10861,강원 영월군 한반도면 한반도로 794-22 큐브존캠핑장 ,1,캠핑장정보 더보기 ,[강원도 영월군] 큐브존캠핑장 ,"

전기
와이파이
장작판매
온수
물놀이장
운동장
운동시설

"
1367,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7036/thumb/thumb_720_8634JXNzUjbIITPco8phHfXL.jpg"" height=""180"" width=""280"">",054-751-7470,12174,경상북도 경주시 산내면 문복로 758  ,1,캠핑장정보 더보기 월계수 오토캠핑장은 경북 경주시 산내면에 자리 잡고 있다. 경주시청을 기점으로 41㎞가량 떨어졌다. 자동차에 몸을 싣...,[경상북도 경주시] 월계수 캠핑장 ,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
운동장
운동시설
마트.편의점

"
1368,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",063-322-2509,11999,전라북도 무주군 설천면 심곡리  461-1 ,1,캠핑장정보 더보기 ,[전라북도 무주군] 보보캠핑,"

온수
운동시설

"
1369,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",None,4848,전북 무주군 무풍면 오두재로 96 ,0,"캠핑장정보 더보기 풀존, 밸리존, 루프탑 등 다양한 글램핑장이 구비되어 있으며, 계곡과 워터슬라이드가 있는 무주 최대 크기의 야외 대형...",[전라북도 무주군] 무주 더 스위트 글램핑,"

전기
와이파이
장작판매
온수

"
1370,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/6977/thumb/thumb_720_5520bDrj2c4WwxFV2dKSJgXl.jpg"" height=""180"" width=""280"">",010-3307-5425,10983,경북 군위군 부계면 원효길 129-9 동산펜션 오토캠핑장,0,캠핑장정보 더보기 ,[경상북도 군위군] 동산계곡 야영장,None
1371,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/6811/thumb/thumb_720_5692UPfewVQ4Tnt4rihV749z.png"" height=""180"" width=""280"">",033-334-7859,14906,강원도 평창군 봉평면 유포리 61-2 ,1,캠핑장정보 더보기  산좋고 물맑은 평창. 사람이 가장 살기 좋다는 700고지의 평창에서도 경치 좋고 물 맑기로 소문난 곳이 금당계곡이다...,[강원도 평창군] 평창 보물섬캠핑장,"

전기
와이파이
장작판매
온수
물놀이장
마트.편의점

"
1372,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/3597/thumb/thumb_720_74959dn7mKNCGaF0b3OFZHiP.jpg"" height=""180"" width=""280"">",033-378-1094,10115,강원도 영월군 김삿갓면 내리계곡로 1024  휴가를 부탁해 캠핑장 ,0,캠핑장정보 더보기 ,[강원도 영월군] 휴가를 부탁해 캠핑장 ,"

전기
와이파이
장작판매
온수
물놀이장
운동시설
마트.편의점

"
1373,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7781/thumb/thumb_720_0956ArLDPxBiuvwV3VFfKtKP.jpg"" height=""180"" width=""280"">",010-9023-2398,11626,경기 양평군 지평면 일신리길 134-23 ,1,캠핑장정보 더보기 영화마을로 유명했던 구둔역 뒤편에 위치하고 있다. 일신역과도 지척이고 동여주 나들목에서도 가깝다. 이곳은 캠핑을 많이...,[경기도 양평군] 더 포레스트,"

전기
와이파이
장작판매
온수
놀이터
마트.편의점

"
1374,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7997/thumb/thumb_720_3452y6299Yk77XwJgIqU2C7x.jpg"" height=""180"" width=""280"">",054-955-1133,10320,경북 고령군 대가야읍 신남로 61 ,1,캠핑장정보 더보기 ,[경상북도 고령군] 고령 대가야 카라반,None
1375,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7370/thumb/thumb_720_3293GuqNoNIGnQrRcZxbtKX9.jpg"" height=""180"" width=""280"">",070-4118-1952,10942,강원 횡성군 청일면 춘당로 232 ,1,캠핑장정보 더보기 ,[강원도 횡성군] 횡성 노다지야영장 불타는 삼촌 ,None
1376,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1989/thumb/thumb_720_8147mvHGZz47Y2qQHJMqhvKI.jpg"" height=""180"" width=""280"">",None,11386,충북 괴산군 청천면 괴산로부성1길 15-22 ,1,"캠핑장정보 더보기 아빠의나무는 충북 괴산군 청천면에 자리 잡고 있다. 괴산군청을 기점으로 약 15㎞ 떨어졌으며, 자동차를 타고 서부길과...",[충청북도 괴산군] 아빠의나무 야영장,"

전기
와이파이
장작판매
온수
물놀이장
운동시설

"
1377,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/874/thumb/thumb_720_13712WhNY69dFiH3EnXzvJl7.jpg"" height=""180"" width=""280"">",None,13594,강원도 삼척시 근덕면 동막리  675 ,1,캠핑장정보 더보기 ,[강원도 삼척시] 동막골야영장 ,"

전기
운동시설

"
1378,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/img/2018/layout/noimg.jpg"" height=""180"" width=""280"">",010-2522-7047,10546,경북 경주시 보불로 391 (천군동) ,0,캠핑장정보 더보기 ,[경상북도 경주시] 블루원글램핑,"

전기
온수
물놀이장

"
1379,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2375/thumb/thumb_720_4036NtH7wgKOpfXcQ3IE3wg4.jpg"" height=""180"" width=""280"">",033-482-7979,21460,강원 양구군 양구읍 파로호로869번길 101 ,1,캠핑장정보 더보기 ,[강원도 양구군] 동수리 인문학마을 협동조합 야영장,None
1380,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7578/thumb/thumb_720_2015TEQ0Jj81ZPlNg0QlXjCu.jpg"" height=""180"" width=""280"">",010-2687-3886,14213,경남 하동군 청암면 사동길 2 ,2,"캠핑장정보 더보기 상표권 문제로 인해 라곰캠핑힐에서 별곰캠핑힐로 상호가 변경됨을 알려드립니다.
불편을 드려 정말 죄송합니다. 

...",[경상남도 하동군] 별곰 캠핑힐,"

전기
와이파이
장작판매
온수
트렘폴린
물놀이장
놀이터
운동시설

"
1381,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2269/thumb/thumb_720_7692pIv0If2mDDFCCIdl0IiV.jpg"" height=""180"" width=""280"">",054-650-6295,25268,경상북도 예천군 효자면 제촌길 58-2 ,3,캠핑장정보 더보기 곤충나라 사과테마파크 오토캠핑장은 경상북도 예천군 소백산 국립공원 내에 자리했다. 중앙고속도로 풍기IC로 나와 소백산...,[경상북도 예천군] 예천군 곤충나라 사과테마파크 오토캠핑장,"

전기
온수
물놀이장
놀이터
산책로
운동장
운동시설

"
1382,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1648/thumb/thumb_720_7815pEH3uxprDqPNYJ4oBLHZ.jpg"" height=""180"" width=""280"">",031-835-2859,11428,경기도 연천군 백왕로225번길 240-1  ,1,캠핑장정보 더보기 ,[경기도 연천군] 조각가 박시동 미술관,"

전기
와이파이
운동시설

"
1383,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1223/thumb/thumb_720_1078mnCjHfxsCKA3fGjCQygw.jpg"" height=""180"" width=""280"">",010-2570-4622,13692,경상북도 경주시 산내면 대현리  197번지 ,1,"캠핑장정보 더보기 반딧불이 캠핑장은 경북 경주시 산내면 위치했다. 경주시청을 기점으로 약 40km 거리에 있으며, 자동차를 타고 서라벌...",[경상북도 경주시] 반딧불이 캠핑장,"

전기
와이파이
장작판매
온수
트렘폴린
운동시설

"
1384,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/2915/thumb/thumb_720_9453h1gBVW3lIgCYwJBf8J03.jpg"" height=""180"" width=""280"">",070-4148-8088,13536,전라북도 순창군 수장2길 38-4  청산별곡 ,1,"캠핑장정보 더보기 청산별곡은 전북 순창군 동계면에 위치한 
산골마을의 아이들이 떠난 3,800평 규모의 폐교를 이용하여 만들어진 곳이...",[전라북도 순창군] 청산별곡 ,"

전기
와이파이
장작판매
온수
산책로

"
1385,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/1756/thumb/thumb_720_9240M3xB0UHwguuNhHcTchPN.jpg"" height=""180"" width=""280"">",033-673-2040,11420,강원도 양양군 서면 얼음골길 76  ,3,캠핑장정보 더보기 ,[강원도 양양군] 솔바람 야영장,None
1386,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7750/thumb/thumb_720_55271fDhBwhcTfAqNS1HYNSV.jpg"" height=""180"" width=""280"">",010-3996-2554,18266,강원 삼척시 근덕면 덕산해변길 82 ,1,캠핑장정보 더보기 바다정원캠핑장은 강원도 삼척시 덕산해변 초입에 새롭게 조성된 캠핑장이다. 덕산해변 캠핑장으로 사용되다가 시설을 대폭 ...,[강원도 삼척시] 덕산해변 캠핑장,"

전기
장작판매
온수
운동시설

"
1387,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7631/thumb/thumb_720_07691FOM2gGRbJBImyU0KLiH.jpg"" height=""180"" width=""280"">",None,11340,충북 제천시 청풍면 청풍명월로 869-9 ,1,"캠핑장정보 더보기 프렌즈 캠핑장은 충북 제천시 청풍면 자리했다. 충주시청을 기점으로 27Km가량 떨어져 있다. 자동차를 타고 청풍호로,...",[충청북도 제천시] 프렌즈캠핑장,"

전기
와이파이
장작판매
온수
물놀이장
놀이터

"
1388,0,관광사업자 등록업체,"<img src=""https://www.gocamping.or.kr/upload/camp/7519/thumb/thumb_720_6511Qp9vedFeWrgYw7RfDfCR.jpg"" height=""180"" width=""280"">",010-3456-3721,18646,충남 태안군 남면 청포대길 63-6 ,1,"캠핑장정보 더보기 해변까지 걸어서 열 발자국인 풍경 맛집 캠핑장

청포대 휴 캠핑장은 충남 태안군 남면에 자리했다. 태안군청을 기점...",[충청남도 태안군] 청포대 휴 야영장,"

전기
와이파이
장작판매
온수
물놀이장
놀이터
운동시설

"
